,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,emotion,id
0,0.0,0.0,0.66,0.0,0.29,1.62,0.24,0.01,0.0,1.15,0.0,0.0,0.65,0.0,0.0,0.11,0.75,1,01-01-pn4678
0,0.0,0.0,0.0,0.0,0.22,1.05,1.16,0.0,0.75,0.62,0.0,0.13,0.45,0.43,0.0,0.0,0.4,3,03-20-pn6644
0,1.12,0.59,0.0,0.89,0.0,0.89,0.0,0.37,0.2,0.0,0.05,0.0,0.77,0.0,2.1,2.48,0.0,8,08-12-pn5928
0,0.96,1.52,0.0,0.44,0.66,1.18,0.37,0.69,2.03,1.39,0.0,0.03,0.53,0.81,0.62,0.19,1.03,2,02-08-pn1521
0,0.0,0.0,1.05,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.33,0.47,1.14,8,08-17-pn9159
0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.76,1.08,1,01-17-pn3034
0,0.0,0.0,0.53,0.19,1.45,2.25,2.84,3.16,0.83,0.01,1.09,0.65,0.0,0.0,2.59,0.18,0.17,7,07-13-pn3157
0,0.6,0.0,1.05,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.87,0.0,2.62,1.84,0.0,6,06-06-pn3651
0,0.0,0.37,0.0,0.0,0.0,0.58,0.75,0.61,0.74,1.39,0.88,0.0,0.61,0.0,2.23,1.07,0.58,4,04-15-pn9217
0,0.29,0.28,0.22,0.56,0.0,0.33,0.01,0.41,0.0,0.0,0.05,0.0,0.0,0.0,1.56,2.11,0.63,6,06-22-pn7716
0,2.19,1.87,0.0,2.83,0.0,0.19,0.0,0.64,0.59,0.0,1.56,0.1,0.49,0.0,2.25,2.17,0.0,6,06-23-pn7428
0,1.96,1.93,0.03,1.07,0.0,0.0,0.0,0.96,0.6,0.62,0.5,0.47,0.0,0.12,1.08,0.96,0.23,4,04-08-pn7319
0,0.72,0.0,2.19,0.12,0.83,2.65,0.44,0.25,0.0,0.0,0.09,0.0,0.0,0.0,0.87,0.75,0.22,8,08-09-pn9858
0,0.0,0.0,0.0,0.0,0.61,1.09,0.92,0.94,1.44,2.54,0.91,0.6,0.83,0.26,1.79,1.5,1.88,3,03-15-pn1123
0,0.15,0.0,0.64,0.34,0.31,0.56,0.0,0.01,0.51,0.0,0.73,0.0,1.25,0.0,3.97,3.44,0.83,2,02-06-pn2535
0,1.65,0.05,2.89,0.23,1.23,3.43,2.56,1.22,0.0,0.92,1.32,0.3,2.18,0.0,1.62,1.83,1.19,4,04-03-pn3607
0,0.0,0.0,2.5,0.0,0.0,1.26,0.14,0.87,0.35,0.0,0.0,0.0,0.89,0.0,2.2,1.16,0.42,5,05-02-pn5433
0,0.62,0.06,0.0,2.47,0.0,0.0,0.0,0.44,0.0,0.56,1.41,0.08,0.18,0.02,0.42,1.37,0.0,5,05-05-pn4830
0,1.06,1.88,0.0,0.81,0.0,0.23,0.0,0.0,0.58,0.49,0.0,0.0,0.9,0.0,0.37,0.0,1.14,2,02-24-pn5508
0,1.17,1.13,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.39,0.27,0.0,1.88,2.19,0.72,5,05-14-pn2967
0,2.52,1.99,1.21,1.07,0.0,1.02,0.54,0.0,0.0,0.0,0.69,0.52,0.85,0.15,1.85,2.89,0.8,4,04-04-pn769
0,0.0,0.0,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.01,0.19,0.06,0.0,1,01-14-pn9042
0,0.0,0.03,0.0,0.08,0.0,0.0,0.59,0.18,0.18,0.35,0.45,0.14,0.76,0.0,0.19,0.68,0.52,4,04-13-pn1780
0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.69,0.15,0.0,0.0,0.24,0.0,0.0,0.0,0.0,3,03-02-pn1017
0,0.0,0.02,0.0,0.15,0.0,0.0,0.76,0.22,0.0,0.38,0.4,0.31,0.4,0.65,0.0,0.7,0.48,5,05-03-pn1683
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.12,0.0,0.37,0.0,1.17,1.68,0.32,6,06-15-pn1303
0,0.83,0.36,0.0,0.32,0.0,1.17,0.0,0.0,0.07,0.0,0.0,0.0,0.71,0.0,0.71,1.25,0.0,1,01-12-pn5005
0,0.0,0.55,0.0,0.52,0.47,0.13,1.38,1.76,0.33,0.9,2.92,2.14,0.0,0.0,0.0,0.0,0.0,7,07-11-pn1543
0,1.61,2.03,0.0,0.22,0.01,1.96,0.48,0.01,0.84,1.03,0.0,0.0,1.04,0.13,2.56,1.41,0.35,2,02-04-pn1980
0,0.96,0.43,0.0,0.21,0.0,0.17,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.1,0.26,1.01,0.58,1,01-05-pn9824
0,0.0,0.0,1.73,0.16,1.09,2.29,2.16,1.76,0.0,0.5,1.59,0.81,0.51,0.0,1.68,0.03,1.5,7,07-05-pn8865
0,0.53,0.25,0.0,0.03,0.68,1.41,1.42,0.0,0.48,0.0,0.0,0.0,0.0,0.0,1.28,0.0,2.41,2,02-05-pn3522
0,0.0,0.08,0.0,0.22,0.0,0.28,0.0,0.0,0.0,0.0,0.82,0.0,0.62,0.0,0.0,0.0,0.21,5,05-10-pn6588
0,0.64,0.2,0.78,0.0,0.0,1.12,0.13,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.42,0.78,0.94,3,03-17-pn337
0,0.24,0.02,1.75,0.45,0.0,1.48,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,1.05,0.17,8,08-09-pn7584
0,1.33,2.59,0.0,0.19,0.0,0.0,0.0,0.17,1.07,0.34,0.0,0.0,0.61,0.0,2.67,1.61,3.46,2,02-08-pn8441
0,0.75,0.3,0.0,0.83,0.0,1.81,0.0,0.92,0.82,0.1,0.0,0.0,0.17,0.0,1.87,2.2,0.2,2,02-12-pn7027
0,1.03,0.72,0.0,2.28,0.0,0.0,0.0,0.23,0.46,0.07,0.03,0.0,0.0,0.58,1.21,2.27,0.05,8,08-05-pn5135
0,0.71,2.67,0.0,0.61,0.0,0.0,0.14,0.0,1.02,0.04,0.41,0.0,0.65,0.0,0.75,0.74,4.62,8,08-20-pn5515
0,0.14,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.57,0.39,0.75,0.25,0.71,0.0,1.08,0.43,2,02-23-pn9186
0,0.35,0.0,0.62,0.1,0.0,0.86,0.56,1.45,0.16,0.0,0.79,0.37,0.0,0.0,1.06,1.4,0.0,7,07-12-pn4136
0,0.91,1.72,0.0,0.0,1.54,1.31,0.39,1.92,2.73,0.95,0.0,0.0,0.0,0.0,3.23,0.0,2.68,3,03-08-pn5530
0,0.0,0.2,0.0,0.15,0.0,0.34,0.95,0.44,0.0,0.0,0.94,1.0,0.84,0.0,0.0,0.38,0.74,4,04-13-pn8782
0,1.75,0.37,0.48,0.0,0.4,2.28,0.28,2.45,1.1,0.0,0.71,0.0,0.16,0.0,2.76,2.2,0.36,7,07-12-pn7943
0,0.0,0.03,0.03,0.0,0.0,0.74,1.32,0.42,0.0,0.28,0.29,0.0,0.58,0.0,0.45,0.63,0.62,2,02-03-pn2462
0,0.42,0.61,0.0,0.0,1.68,3.46,1.27,0.88,2.37,1.37,0.0,0.0,0.53,0.26,2.93,0.59,1.04,2,02-04-pn1570
0,0.19,0.0,1.1,0.0,0.84,3.43,0.74,1.49,0.65,0.59,0.38,0.0,0.14,0.1,2.25,1.87,0.69,8,08-01-pn3756
0,0.0,0.0,1.43,0.0,0.68,2.05,1.61,1.84,0.0,0.93,1.48,1.89,0.0,0.05,0.01,0.0,0.31,7,07-07-pn6462
0,0.4,0.49,0.44,0.0,0.0,0.52,0.06,0.49,0.05,0.37,0.03,0.27,0.2,0.0,0.34,0.54,0.1,6,06-16-pn7372
0,0.0,0.48,0.0,0.61,0.0,0.15,0.47,0.34,0.32,0.6,1.07,0.44,0.89,0.0,0.0,0.39,0.0,7,07-10-pn9227
0,1.17,2.34,0.0,0.0,1.82,1.07,0.64,1.88,3.63,1.33,0.0,0.0,0.2,0.0,3.76,1.21,1.88,3,03-18-pn3732
0,0.0,0.0,0.59,0.0,0.36,1.61,1.73,1.95,0.32,0.28,0.25,0.0,0.0,0.0,3.14,1.43,0.0,5,05-07-pn3864
0,0.97,0.71,0.24,0.26,0.32,2.04,1.49,1.04,0.26,0.33,0.26,0.19,0.77,0.0,0.16,0.0,0.88,2,02-03-pn4468
0,0.17,0.0,1.26,0.02,0.0,0.79,0.01,0.75,0.0,0.46,0.27,0.07,0.61,0.0,1.96,1.96,0.63,4,04-01-pn1802
0,1.59,2.94,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.31,0.55,0.0,0.43,0.0,0.42,0.0,2.98,4,04-08-pn8248
0,0.0,0.58,0.0,0.0,0.0,0.24,0.15,0.0,0.33,0.0,0.0,0.0,0.19,0.0,1.72,0.36,0.02,5,05-10-pn1830
0,0.0,0.03,0.22,0.49,0.0,0.51,0.93,0.0,0.0,0.0,0.56,0.12,0.0,0.0,0.0,0.0,0.56,7,07-22-pn1598
0,0.66,0.56,3.45,0.8,0.17,2.03,0.95,0.0,0.0,0.0,0.07,0.0,0.0,0.0,1.35,2.02,1.21,8,08-09-pn5713
0,0.0,0.0,2.63,0.0,0.04,1.86,0.05,0.45,0.76,0.0,0.0,0.0,0.0,0.0,2.37,0.28,0.29,5,05-02-pn910
0,1.64,1.65,0.16,0.59,0.0,0.09,0.0,0.0,0.0,0.0,0.78,0.0,0.43,0.0,1.08,0.46,1.08,4,04-20-pn3807
0,0.25,0.0,2.18,0.0,0.0,0.72,0.63,1.14,0.0,0.0,0.79,0.0,0.0,0.0,0.21,0.36,0.83,7,07-17-pn961
0,1.66,0.83,1.4,0.0,0.0,1.06,0.26,0.67,0.26,0.0,0.53,0.0,0.0,0.0,2.21,1.39,0.0,6,06-07-pn743
0,0.38,0.0,0.99,0.0,1.17,3.22,2.37,3.07,0.0,0.75,1.11,0.37,0.0,0.16,3.0,1.11,1.16,7,07-07-pn8724
0,0.0,0.0,1.2,0.0,0.54,1.75,1.32,1.13,0.0,0.0,0.88,0.32,0.08,0.0,1.19,1.58,2.0,4,04-19-pn3510
0,1.51,1.79,0.0,1.55,0.0,0.34,0.04,0.0,0.0,0.0,0.6,0.08,1.4,0.04,2.04,1.01,0.0,8,08-04-pn4712
0,0.65,0.0,2.91,0.2,1.25,2.97,0.94,1.41,0.67,1.02,0.0,0.0,0.7,0.0,1.38,0.71,0.55,7,07-09-pn1639
0,0.14,0.53,0.0,0.0,1.2,0.51,0.79,1.2,2.47,1.53,0.0,0.0,0.64,0.0,2.83,1.2,4.15,2,02-18-pn3591
0,0.0,0.0,0.55,0.0,0.02,0.35,0.31,0.0,0.36,0.0,0.37,0.0,0.0,0.0,3.11,1.12,0.24,2,02-06-pn6511
0,0.81,0.08,0.86,0.83,0.0,0.14,0.0,0.0,0.0,0.0,0.17,0.0,0.4,0.0,1.49,0.39,0.0,4,04-14-pn9018
0,0.02,0.0,1.9,0.0,0.75,0.95,0.64,1.73,0.32,0.0,0.46,0.0,0.0,0.0,2.93,1.45,1.98,7,07-06-pn303
0,0.0,0.3,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.06,0.0,4,04-02-pn1822
0,1.91,1.39,0.0,0.78,0.0,0.8,0.0,0.28,0.39,0.0,0.04,0.0,0.0,0.0,1.5,0.73,0.96,4,04-22-pn6498
0,1.12,0.17,2.11,0.0,0.06,0.84,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,1.91,0.72,4,04-09-pn7412
0,2.2,0.41,0.65,0.03,1.27,1.32,0.0,0.58,1.38,1.97,1.17,1.02,0.06,0.27,1.19,0.0,0.0,5,05-09-pn1081
0,0.0,0.0,2.18,0.0,1.71,3.07,2.74,2.65,0.85,1.95,1.9,1.4,1.67,0.21,1.84,1.92,1.13,4,04-19-pn2245
0,0.0,0.0,1.16,0.0,0.0,0.57,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,05-02-pn2190
0,0.0,0.05,0.0,0.97,0.0,0.0,0.35,0.0,0.0,0.16,0.0,0.0,0.24,0.0,1.38,1.79,0.01,6,06-03-pn5212
0,0.0,0.0,1.15,0.0,0.08,0.87,0.37,1.08,0.0,0.24,0.36,0.01,1.05,0.0,1.69,1.55,0.45,5,05-01-pn9637
0,0.85,0.14,0.0,0.0,0.35,1.79,0.0,1.01,1.96,0.8,0.0,0.0,0.59,0.0,2.38,1.82,0.23,2,02-12-pn932
0,1.51,2.42,0.0,0.0,1.1,2.82,0.56,0.64,2.53,1.94,0.0,0.0,0.58,0.2,3.07,0.52,0.98,2,02-04-pn1985
0,0.0,0.7,0.07,0.0,0.0,0.3,0.0,0.0,0.17,0.0,0.08,0.07,0.0,0.11,0.0,1.31,3.56,1,01-23-pn8402
0,1.22,2.0,0.0,0.0,0.14,1.25,0.0,0.6,0.94,0.5,0.0,0.28,0.0,0.0,2.45,2.13,0.25,3,03-21-pn5941
0,2.56,2.36,0.28,4.08,0.0,0.18,0.0,0.94,0.51,0.0,0.39,0.14,1.13,0.0,3.54,2.93,0.0,8,08-24-pn480
0,1.15,2.53,0.0,0.54,1.0,0.24,0.0,1.46,2.97,1.14,0.0,0.0,1.01,0.0,3.09,1.73,2.89,3,03-10-pn3994
0,2.74,2.83,0.0,0.14,0.22,0.59,0.0,0.53,0.96,1.06,0.0,0.46,0.0,0.0,2.84,1.75,0.0,8,08-21-pn6064
0,0.96,0.0,1.72,0.0,0.03,0.69,0.72,2.29,0.34,0.0,1.48,0.0,1.0,0.0,2.03,2.32,1.1,7,07-06-pn2982
0,0.75,0.0,1.42,0.0,2.16,3.27,1.09,2.32,1.11,1.16,0.0,0.27,0.19,0.0,3.42,2.38,0.37,4,04-21-pn1452
0,1.61,1.74,0.68,2.46,0.0,0.19,0.69,1.66,0.63,0.47,0.49,0.0,0.0,0.0,3.83,2.41,0.0,8,08-18-pn7389
0,0.0,0.17,0.0,0.42,0.0,0.44,1.13,0.65,0.0,0.0,0.85,0.0,0.0,0.0,0.81,1.12,0.49,4,04-13-pn1781
0,1.46,0.76,1.29,0.34,0.46,2.09,0.58,0.0,0.0,1.68,0.34,1.57,2.37,1.27,0.68,2.42,2.37,4,04-04-pn2813
0,1.08,2.34,0.0,1.62,0.0,1.2,0.0,0.0,0.97,1.16,0.0,0.95,1.54,0.58,0.5,2.16,0.39,3,03-10-pn6313
0,0.67,1.72,0.0,0.73,0.0,0.0,0.1,0.17,0.23,0.04,0.68,0.27,0.06,0.03,0.21,0.04,0.66,7,07-08-pn8295
0,1.28,2.89,0.0,0.57,0.0,0.57,0.09,0.0,0.93,1.27,0.59,0.0,0.99,0.0,2.29,0.82,0.55,4,04-15-pn4954
0,0.43,2.58,0.0,0.15,0.69,2.33,0.75,0.78,1.06,0.37,0.0,0.0,0.29,0.0,2.53,2.56,2.89,8,08-19-pn4725
0,0.18,1.56,0.0,0.0,1.82,2.61,0.56,1.86,2.02,1.21,0.27,1.16,0.72,0.0,0.67,0.97,1.7,3,03-16-pn2443
0,1.68,1.9,1.01,1.67,0.0,1.11,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.77,1.26,0.0,6,06-09-pn5111
0,2.22,2.32,0.41,0.0,0.87,0.99,0.68,2.93,1.57,0.9,1.05,0.32,0.2,0.0,3.04,0.71,0.45,3,03-07-pn117
0,2.34,4.34,0.11,0.92,0.0,0.0,0.0,0.47,0.88,0.04,0.11,0.0,0.09,0.0,2.93,2.94,4.34,8,08-08-pn8703
0,0.0,0.0,1.44,0.39,0.0,0.82,1.45,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.95,0.31,0.0,7,07-20-pn9412
0,0.23,0.0,1.89,0.0,0.88,2.82,2.44,1.93,0.0,0.17,1.02,0.52,0.0,0.35,2.09,0.83,0.38,7,07-07-pn6464
0,0.0,0.0,0.0,0.37,0.02,0.45,0.24,0.0,0.28,0.1,0.55,0.0,0.0,0.13,1.12,1.06,0.15,1,01-19-pn3117
0,0.0,0.0,3.28,0.0,0.45,0.0,1.34,2.38,0.24,2.38,2.67,0.64,1.5,0.0,1.92,0.06,2.12,7,07-15-pn9182
0,0.02,0.31,0.19,0.0,0.43,1.53,1.88,0.56,0.0,0.36,0.11,0.18,0.96,0.0,0.0,0.0,1.08,2,02-03-pn2466
0,0.0,0.2,0.76,0.0,0.0,0.0,0.0,0.1,0.09,0.0,0.04,0.0,0.0,0.0,1.14,0.5,0.0,4,04-02-pn7399
0,0.0,0.03,0.08,0.7,0.19,0.53,1.56,1.84,0.0,0.0,2.0,0.3,0.0,0.0,0.31,0.0,0.0,7,07-11-pn9639
0,0.0,0.42,0.0,0.73,0.0,0.0,0.02,0.0,0.0,0.06,0.53,0.0,0.26,0.41,0.0,0.0,0.0,8,08-20-pn2883
0,0.1,0.57,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.22,0.0,0.2,0.0,1.93,0.24,1,01-23-pn4931
0,0.29,0.0,0.69,0.22,0.0,0.34,0.0,0.0,0.33,0.0,0.46,0.0,0.06,0.0,3.09,1.5,0.55,2,02-06-pn9138
0,0.0,0.83,0.0,1.33,0.0,0.0,0.01,0.0,0.58,0.19,0.12,0.0,0.0,0.02,0.0,0.84,0.08,2,02-11-pn7095
0,0.0,0.02,0.0,0.76,0.97,1.12,2.01,2.23,1.22,0.0,0.63,0.13,0.49,0.0,3.11,1.42,0.0,5,05-13-pn4695
0,1.43,2.48,0.0,0.99,0.37,0.67,0.0,1.18,1.71,1.1,0.13,0.0,0.94,0.0,2.7,2.27,0.35,3,03-24-pn1272
0,1.02,0.22,2.26,0.48,0.0,0.75,0.02,1.05,1.15,0.3,0.52,0.0,0.77,0.0,2.4,0.21,0.0,6,06-02-pn1615
0,0.68,0.03,0.19,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,1.51,2.78,0.0,6,06-05-pn3307
0,1.78,1.57,1.43,0.0,0.83,1.35,1.04,1.61,1.59,1.17,1.62,1.51,0.59,0.0,1.86,1.47,3.01,7,07-18-pn849
0,0.97,0.18,1.3,0.59,0.26,0.82,0.74,1.66,1.08,0.0,0.0,0.0,0.81,0.0,3.25,1.37,0.58,6,06-17-pn4031
0,0.0,0.0,0.0,0.0,0.0,1.18,0.77,0.35,0.02,0.0,0.2,0.0,0.0,0.0,0.58,0.63,0.2,7,07-22-pn3903
0,2.16,2.06,0.69,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.57,1.13,0.0,3.1,2.78,0.0,6,06-04-pn9435
0,0.26,0.0,0.94,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.4,0.0,2.89,1.54,0.4,8,08-06-pn3724
0,0.0,0.3,0.0,0.0,1.89,2.56,0.77,1.35,2.64,0.81,0.0,0.0,0.62,0.0,1.95,1.18,1.49,2,02-16-pn881
0,2.34,2.93,0.0,2.57,0.0,0.13,0.0,0.99,1.3,0.46,0.14,0.0,0.72,0.02,1.79,1.63,0.22,6,06-08-pn1710
0,0.0,0.3,0.0,0.0,0.0,0.09,0.0,0.0,0.1,1.44,0.0,1.66,0.8,0.33,0.0,0.46,0.49,4,04-15-pn9214
0,0.01,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.15,0.0,0.04,0.0,1.63,0.34,2,02-23-pn189
0,0.0,0.21,0.0,0.63,0.0,0.5,0.17,0.0,0.0,0.0,0.67,0.0,0.34,0.0,1.0,1.42,0.24,7,07-10-pn3609
0,0.0,0.0,1.18,0.0,0.0,0.1,0.0,1.11,0.0,0.0,1.76,0.72,0.24,0.45,1.73,0.76,0.0,7,07-06-pn821
0,0.33,0.49,0.1,0.08,0.2,1.28,0.28,1.16,1.19,0.12,0.76,0.0,1.4,0.0,2.48,1.72,0.0,6,06-10-pn596
0,0.49,1.78,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.28,0.0,0.88,0.8,1.48,1,01-10-pn23
0,1.88,1.85,0.0,0.92,0.0,0.0,0.0,0.79,1.44,0.83,0.0,0.0,0.43,0.1,1.63,1.12,0.35,4,04-08-pn7318
0,0.29,0.85,0.0,0.0,1.72,2.01,1.16,1.36,2.55,2.02,0.0,0.0,0.0,0.03,3.26,0.61,2.59,2,02-04-pn559
0,0.35,0.0,2.74,0.0,0.23,0.99,0.88,1.75,0.0,1.42,1.38,0.1,0.71,0.0,1.84,1.86,2.67,7,07-15-pn5857
0,0.55,0.03,2.8,0.0,0.0,1.24,0.57,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.19,0.81,0.96,8,08-09-pn659
0,1.26,0.1,2.65,0.0,1.35,1.63,1.41,1.4,0.87,1.91,0.89,0.39,0.77,0.0,2.04,1.63,3.46,4,04-18-pn3094
0,0.0,0.0,2.82,0.0,1.75,3.01,2.24,1.59,0.98,1.52,0.36,0.0,0.99,0.0,2.27,1.94,0.2,7,07-10-pn716
0,0.0,0.06,2.38,0.0,1.07,2.53,1.74,2.33,0.7,0.79,1.09,1.21,0.52,0.0,0.33,0.0,0.0,7,07-02-pn2523
0,0.29,0.0,0.93,0.15,0.0,1.02,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.88,0.0,5,05-09-pn218
0,0.73,1.27,0.0,0.0,0.0,0.28,0.0,0.68,0.3,0.46,0.58,0.37,1.06,0.0,0.18,0.9,1.11,4,04-16-pn5991
0,1.75,1.12,0.48,0.63,1.2,3.16,0.84,0.75,0.78,1.02,0.77,0.5,1.66,0.0,2.94,2.66,0.72,4,04-04-pn2811
0,0.0,0.0,3.27,0.0,1.37,3.37,1.69,2.02,0.72,1.19,1.52,0.66,1.05,0.0,2.17,0.0,0.0,7,07-02-pn1383
0,1.03,0.38,0.96,0.0,0.0,0.88,1.15,1.32,0.0,0.0,0.92,0.0,0.0,0.0,0.67,0.36,0.76,7,07-17-pn424
0,0.04,0.0,1.34,0.0,0.61,2.24,1.22,2.49,0.62,1.02,0.61,0.71,0.95,0.0,2.03,1.56,1.07,4,04-01-pn2208
0,0.58,0.86,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.34,0.01,5,05-24-pn1059
0,0.0,0.73,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.22,0.83,0.0,6,06-11-pn4595
0,0.0,0.0,2.55,0.0,2.13,3.16,2.6,1.77,0.61,1.63,0.86,0.08,1.43,0.0,2.35,1.36,0.23,7,07-10-pn9232
0,0.13,0.25,0.0,0.75,0.06,2.66,0.37,0.0,0.82,0.0,0.07,0.0,0.27,0.34,0.93,0.77,0.66,2,02-14-pn235
0,0.0,0.43,0.0,0.1,1.48,0.92,1.06,0.49,1.45,1.55,0.28,0.0,0.42,0.0,0.2,0.52,3.92,2,02-16-pn8077
0,0.0,0.0,0.0,0.0,0.0,1.16,0.52,0.0,0.01,1.06,0.0,0.6,0.0,0.22,0.0,0.52,0.43,2,02-07-pn9564
0,0.91,0.0,3.03,0.08,1.19,3.39,1.28,2.0,0.55,0.77,0.18,0.33,0.11,0.0,1.89,1.3,0.9,7,07-09-pn5773
0,2.76,3.59,0.0,1.55,1.65,1.32,0.1,1.99,2.22,2.03,0.0,0.0,1.18,0.0,3.6,1.68,0.68,3,03-05-pn6773
0,0.43,0.24,0.87,1.44,0.61,1.81,1.25,1.38,0.55,0.4,0.57,0.0,0.0,0.0,3.04,0.42,0.0,8,08-18-pn6584
0,0.34,1.67,0.0,0.71,1.16,1.56,0.0,1.27,3.19,1.06,0.0,0.0,1.66,0.0,3.33,1.21,0.05,3,03-10-pn6309
0,0.11,0.0,2.64,0.0,0.06,2.25,0.11,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.02,3.21,0.41,5,05-21-pn2410
0,0.0,0.0,0.75,0.0,0.14,0.7,0.7,1.53,0.0,0.0,0.16,0.41,0.0,0.0,4.62,2.59,0.23,5,05-17-pn2388
0,0.0,0.0,1.19,0.0,0.66,1.42,1.83,1.57,0.0,0.85,1.68,1.49,0.58,0.16,1.25,1.45,0.0,7,07-14-pn4407
0,2.45,3.55,0.0,1.42,1.37,0.39,0.0,1.84,3.48,1.41,0.0,0.0,1.91,0.0,3.57,1.49,0.36,3,03-24-pn4146
0,0.72,0.59,0.0,0.74,0.0,0.98,0.54,0.0,0.15,0.95,0.23,0.47,1.45,0.79,0.48,0.73,0.0,8,08-04-pn2219
0,0.0,0.0,1.19,0.0,2.23,2.49,2.25,2.56,1.67,2.73,1.24,0.98,1.38,0.3,0.84,0.14,0.97,6,06-19-pn7720
0,2.97,4.63,0.0,3.23,0.0,0.3,0.0,0.59,1.15,0.37,0.0,0.0,0.1,0.21,1.58,1.33,0.0,8,08-08-pn9553
0,0.0,0.1,0.0,0.41,0.0,0.2,0.69,0.56,0.07,0.0,0.77,0.16,0.18,0.0,0.39,1.26,0.4,4,04-13-pn1784
0,0.0,0.36,1.12,0.0,0.15,0.55,1.02,0.89,0.03,0.0,0.0,0.05,0.05,0.0,2.29,2.52,3.0,5,05-16-pn5975
0,0.92,0.34,0.36,2.76,0.0,0.0,0.0,0.0,0.0,0.75,0.24,0.31,0.0,0.62,0.0,0.98,0.0,6,06-05-pn2735
0,0.05,1.11,0.0,0.28,0.0,0.32,0.01,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.72,1,01-10-pn1723
0,1.61,0.0,1.89,0.0,0.84,3.66,0.3,1.92,1.45,0.57,0.99,0.02,1.4,0.0,3.35,1.11,0.1,4,04-12-pn8636
0,0.0,0.0,0.0,0.0,0.0,0.75,0.26,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,02-02-pn9500
0,0.0,0.0,0.12,0.0,2.95,2.59,2.53,3.37,2.78,2.45,1.04,0.03,0.28,0.13,3.64,1.59,0.52,5,05-19-pn3801
0,0.25,0.0,1.09,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.48,0.0,0.34,0.0,0.0,6,06-14-pn4057
0,0.2,0.51,0.51,0.0,0.26,1.87,0.35,0.14,0.69,0.0,0.0,0.0,0.49,0.0,2.15,1.26,2.74,2,02-14-pn2686
0,0.71,0.82,0.32,0.0,0.32,1.64,0.0,0.78,1.19,0.64,0.0,0.0,0.0,0.0,2.08,0.79,0.0,3,03-21-pn3882
0,1.53,2.99,0.0,1.14,0.0,0.13,0.06,0.25,0.62,0.0,0.0,0.0,0.0,0.0,1.71,0.81,0.37,8,08-02-pn6032
0,0.74,0.0,2.13,0.0,0.53,2.26,0.98,0.76,0.0,0.26,0.61,0.0,0.0,0.36,0.46,0.33,0.16,4,04-07-pn8336
0,0.29,0.93,0.61,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,1.97,0.17,8,08-02-pn2838
0,0.73,0.0,1.53,0.0,0.76,2.22,1.31,1.45,0.33,0.5,0.27,0.0,0.0,0.0,2.45,0.94,0.0,5,05-09-pn2762
0,0.08,0.45,0.2,0.47,0.0,0.72,0.16,0.24,0.33,0.0,0.9,0.0,1.35,0.0,2.27,1.73,0.0,6,06-10-pn600
